ticker,session_date,strategy,signal_time,signal_bar_start,entry_time,entry_bar_start,entry_open,entry_fill,stop_price,target_price,risk_per_share,exit_time,exit_bar_start,raw_exit_price,exit_fill,profit,net_r,exit_type,holding_minutes,opening_gap_pct,fallback_reason,same_bar_ambiguity,entry_bar_index,exit_bar_index,status,rejection_reason
COIN,2025-03-04,baseline_a,2025-03-04T15:35:00+00:00,2025-03-04T15:30:00+00:00,2025-03-04T15:35:00+00:00,2025-03-04T15:35:00+00:00,197.66,197.75883,195.7881175,200.71489874999997,1.9707124999999905,2025-03-04T16:15:00+00:00,2025-03-04T16:10:00+00:00,200.71489874999997,200.61454130062498,2.8557113006249892,1.449075550403726,target,40.0,-0.06984509785734162,,False,13,20,executed,
COIN,2025-03-06,baseline_a,2025-03-06T15:15:00+00:00,2025-03-06T15:10:00+00:00,2025-03-06T15:15:00+00:00,2025-03-06T15:15:00+00:00,223.275,223.3866375,222.258405,225.07898625,1.1282324999999958,2025-03-06T15:20:00+00:00,2025-03-06T15:15:00+00:00,225.07898625,224.96644675687503,1.5798092568750235,1.4002515056737237,target,5.0,-0.005147945459604924,,False,9,9,executed,
COIN,2025-03-07,baseline_a,2025-03-07T15:00:00+00:00,2025-03-07T14:55:00+00:00,2025-03-07T15:00:00+00:00,2025-03-07T15:00:00+00:00,218.85,218.95942499999998,218.52867500000002,219.60554999999994,0.43074999999996066,2025-03-07T15:05:00+00:00,2025-03-07T15:00:00+00:00,218.52867500000002,218.41941066250004,-0.5400143374999402,-1.2536606790481475,stop,5.0,-0.003385585752713191,,True,6,6,executed,
COIN,2025-03-10,baseline_a,2025-03-10T14:05:00+00:00,2025-03-10T14:00:00+00:00,2025-03-10T14:05:00+00:00,2025-03-10T14:05:00+00:00,195.225,195.3226125,194.9023925,195.9529425,0.4202200000000005,2025-03-10T14:10:00+00:00,2025-03-10T14:05:00+00:00,194.9023925,194.80494130375,-0.517671196249978,-1.231905183594254,stop,5.0,-0.04890548186624625,,True,7,7,executed,
COIN,2025-03-11,baseline_a,2025-03-11T14:00:00+00:00,2025-03-11T13:55:00+00:00,2025-03-11T14:00:00+00:00,2025-03-11T14:00:00+00:00,189.01,189.104505,186.8158,192.53756249999998,2.288704999999993,2025-03-11T14:05:00+00:00,2025-03-11T14:00:00+00:00,186.8158,186.7223921,-2.3821128999999814,-1.040812555571814,stop,5.0,-0.13741767925053333,,False,6,6,executed,
COIN,2025-03-13,baseline_a,2025-03-13T14:05:00+00:00,2025-03-13T14:00:00+00:00,2025-03-13T14:05:00+00:00,2025-03-13T14:05:00+00:00,182.4937,182.58494684999997,179.60334500000002,187.0573496249999,2.9816018499999473,2025-03-13T14:20:00+00:00,2025-03-13T14:15:00+00:00,187.0573496249999,186.9638209501874,4.378874100187431,1.4686314003284875,target,15.0,-0.1259159632687135,,False,7,9,executed,
COIN,2025-03-14,baseline_a,2025-03-14T15:05:00+00:00,2025-03-14T15:00:00+00:00,2025-03-14T15:05:00+00:00,2025-03-14T15:05:00+00:00,183.78,183.87188999999998,182.67811,185.66255999999993,1.1937799999999754,2025-03-14T15:30:00+00:00,2025-03-14T15:25:00+00:00,185.66255999999993,185.56972871999994,1.6978387199999645,1.422237531203404,target,25.0,-0.1475280586216492,,False,19,23,executed,
COIN,2025-03-17,baseline_a,2025-03-17T14:45:00+00:00,2025-03-17T14:40:00+00:00,2025-03-17T14:45:00+00:00,2025-03-17T14:45:00+00:00,184.27,184.362135,182.447825,187.2336,1.9143100000000004,2025-03-17T16:10:00+00:00,2025-03-17T16:05:00+00:00,187.2336,187.13998320000002,2.7778482000000224,1.4510963219123454,target,85.0,-0.15545867730266213,,False,15,31,executed,
COIN,2025-03-18,baseline_a,2025-03-18T14:40:00+00:00,2025-03-18T14:35:00+00:00,2025-03-18T14:40:00+00:00,2025-03-18T14:40:00+00:00,182.23,182.321115,180.9188783,184.42447005,1.4022367000000031,2025-03-18T14:45:00+00:00,2025-03-18T14:45:00+00:00,180.9,180.80955,-1.5115649999999903,-1.077967079309782,gap_stop,5.0,-0.14163806696966882,,False,14,15,executed,
COIN,2025-03-19,baseline_a,2025-03-19T14:10:00+00:00,2025-03-19T14:05:00+00:00,2025-03-19T14:10:00+00:00,2025-03-19T14:10:00+00:00,188.41,188.50420499999998,186.655735,191.27691,1.8484699999999918,2025-03-19T14:30:00+00:00,2025-03-19T14:25:00+00:00,186.655735,186.5624071325,-1.9417978674999858,-1.0504892519218567,stop,20.0,-0.14278081810592716,,False,8,11,executed,
COIN,2025-03-20,baseline_a,2025-03-20T14:15:00+00:00,2025-03-20T14:10:00+00:00,2025-03-20T14:15:00+00:00,2025-03-20T14:15:00+00:00,192.2156,192.3117078,190.947055,194.35868699999997,1.3646527999999876,2025-03-20T15:05:00+00:00,2025-03-20T15:00:00+00:00,190.947055,190.85158147250002,-1.460126327499978,-1.069961771594937,stop,50.0,-0.1363277989054819,,False,9,18,executed,
COIN,2025-03-24,baseline_a,2025-03-24T14:10:00+00:00,2025-03-24T14:05:00+00:00,2025-03-24T14:10:00+00:00,2025-03-24T14:10:00+00:00,196.618,196.716309,196.12829,197.5983375,0.5880190000000027,2025-03-24T14:15:00+00:00,2025-03-24T14:10:00+00:00,197.5983375,197.49953833125002,0.7832293312500269,1.331979632035739,target,5.0,-0.0841294870605696,,False,8,8,executed,
COIN,2025-03-26,baseline_a,2025-03-26T14:30:00+00:00,2025-03-26T14:25:00+00:00,2025-03-26T14:30:00+00:00,2025-03-26T14:30:00+00:00,196.45,196.54822499999997,195.27504,198.45800249999996,1.2731849999999838,2025-03-26T14:55:00+00:00,2025-03-26T14:50:00+00:00,198.45800249999996,198.35877349874997,1.810548498749995,1.422062385866954,target,25.0,-0.058482515536592214,,False,12,16,executed,
COIN,2025-03-28,baseline_a,2025-03-28T14:05:00+00:00,2025-03-28T14:00:00+00:00,2025-03-28T14:05:00+00:00,2025-03-28T14:05:00+00:00,183.61,183.701805,183.238225,184.397175,0.46358000000000743,2025-03-28T14:10:00+00:00,2025-03-28T14:05:00+00:00,183.238225,183.14660588750002,-0.5551991124999915,-1.197633876569271,stop,5.0,-0.138669882200167,,False,7,7,executed,
COIN,2025-03-31,baseline_a,2025-03-31T14:25:00+00:00,2025-03-31T14:20:00+00:00,2025-03-31T14:25:00+00:00,2025-03-31T14:25:00+00:00,167.55,167.633775,167.17965999999998,168.31494750000007,0.45411500000003,2025-03-31T14:30:00+00:00,2025-03-31T14:25:00+00:00,167.17965999999998,167.09607017,-0.537704830000024,-1.184071942129171,stop,5.0,-0.2144513495965124,,False,11,11,executed,
COST,2025-03-03,baseline_a,2025-03-03T15:10:00+00:00,2025-03-03T15:05:00+00:00,2025-03-03T15:10:00+00:00,2025-03-03T15:10:00+00:00,1055.9299,1056.45786495,1053.8124880999999,1060.425930225,2.645376850000048,2025-03-03T15:20:00+00:00,2025-03-03T15:15:00+00:00,1053.8124880999999,1053.2855818559499,-3.1722830940500444,-1.1991800314008143,stop,10.0,0.00298490382506376,,False,8,9,executed,
COST,2025-03-04,baseline_a,2025-03-04T15:05:00+00:00,2025-03-04T15:00:00+00:00,2025-03-04T15:05:00+00:00,2025-03-04T15:05:00+00:00,1042.44,1042.96122,1038.3986253,1049.8051120499997,4.562594699999863,2025-03-04T15:10:00+00:00,2025-03-04T15:05:00+00:00,1038.3986253,1037.87942598735,-5.08179401264988,-1.113794747679436,stop,5.0,-0.0027464929764162865,,False,7,7,executed,
COST,2025-03-05,baseline_a,2025-03-05T15:10:00+00:00,2025-03-05T15:05:00+00:00,2025-03-05T15:10:00+00:00,2025-03-05T15:10:00+00:00,1040.19,1040.710095,1039.210135,1042.9600349999996,1.4999599999998736,2025-03-05T15:20:00+00:00,2025-03-05T15:15:00+00:00,1039.210135,1038.6905299325,-2.019565067499798,-1.346412616003072,stop,10.0,-0.014810081917967571,,False,8,9,executed,
COST,2025-03-06,baseline_a,2025-03-06T15:30:00+00:00,2025-03-06T15:25:00+00:00,2025-03-06T15:30:00+00:00,2025-03-06T15:30:00+00:00,1037.48,1037.99874,1034.29092,1043.5604700000001,3.7078200000000834,2025-03-06T16:05:00+00:00,2025-03-06T16:00:00+00:00,1043.5604700000001,1043.038689765,5.039949765000074,1.359275737495337,target,35.0,-0.01493405555926403,,False,12,18,executed,
COST,2025-03-07,baseline_a,2025-03-07T15:55:00+00:00,2025-03-07T15:50:00+00:00,2025-03-07T15:55:00+00:00,2025-03-07T15:55:00+00:00,964.2,964.6821,959.5179,972.4283999999999,5.164199999999937,2025-03-07T16:10:00+00:00,2025-03-07T16:05:00+00:00,959.5179,959.0381410500001,-5.643958949999842,-1.0929009236667655,stop,15.0,-0.05098177587472934,,False,17,19,executed,
COST,2025-03-10,baseline_a,2025-03-10T14:25:00+00:00,2025-03-10T14:20:00+00:00,2025-03-10T14:25:00+00:00,2025-03-10T14:25:00+00:00,941.13,941.600565,938.2190475000001,946.6728412499997,3.381517499999859,2025-03-10T14:35:00+00:00,2025-03-10T14:30:00+00:00,946.6728412499997,946.1995048293747,4.598939829374785,1.3600224838034927,target,10.0,-0.0888223457720219,,False,11,12,executed,
COST,2025-03-11,baseline_a,2025-03-11T14:10:00+00:00,2025-03-11T14:05:00+00:00,2025-03-11T14:10:00+00:00,2025-03-11T14:10:00+00:00,932.18,932.6460899999998,925.028765,944.0720774999995,7.617324999999823,2025-03-11T14:25:00+00:00,2025-03-11T14:20:00+00:00,925.028765,924.5662506175,-8.079839382499813,-1.0607187408309349,stop,15.0,-0.11215799963761543,,False,8,10,executed,
COST,2025-03-12,baseline_a,2025-03-12T14:10:00+00:00,2025-03-12T14:05:00+00:00,2025-03-12T14:10:00+00:00,2025-03-12T14:10:00+00:00,943.115,943.5865574999999,936.5484425,954.1437299999998,7.038114999999948,2025-03-12T14:40:00+00:00,2025-03-12T14:35:00+00:00,936.5484425,936.08016827875,-7.506389221249947,-1.0665340394764795,stop,30.0,-0.10576858889386889,,False,8,13,executed,
COST,2025-03-13,baseline_a,2025-03-13T14:55:00+00:00,2025-03-13T14:50:00+00:00,2025-03-13T14:55:00+00:00,2025-03-13T14:55:00+00:00,901.7,902.15085,900.9490825,903.9535012499999,1.20176749999996,2025-03-13T15:00:00+00:00,2025-03-13T14:55:00+00:00,900.9490825,900.4986079587501,-1.652242041249906,-1.3748433380416436,stop,5.0,-0.12074079018891667,,False,17,17,executed,
COST,2025-03-14,baseline_a,2025-03-14T15:05:00+00:00,2025-03-14T15:00:00+00:00,2025-03-14T15:05:00+00:00,2025-03-14T15:05:00+00:00,897.49,897.9387449999999,896.7162549999999,899.7724799999999,1.2224899999999934,2025-03-14T15:10:00+00:00,2025-03-14T15:05:00+00:00,896.7162549999999,896.2678968724999,-1.670848127499994,-1.3667581145858068,stop,5.0,-0.14953128427155946,,False,19,19,executed,
COST,2025-03-17,baseline_a,2025-03-17T15:20:00+00:00,2025-03-17T15:15:00+00:00,2025-03-17T15:20:00+00:00,2025-03-17T15:20:00+00:00,908.76,909.2143799999999,905.4058775,914.9271337499997,3.8085024999999177,2025-03-17T15:35:00+00:00,2025-03-17T15:30:00+00:00,905.4058775,904.9531745612501,-4.261205438749812,-1.1188663887577608,stop,15.0,-0.14016650613669518,,False,22,24,executed,
COST,2025-03-18,baseline_a,2025-03-18T14:45:00+00:00,2025-03-18T14:40:00+00:00,2025-03-18T14:45:00+00:00,2025-03-18T14:45:00+00:00,904.63,905.082315,903.1382,907.9984875,1.9441150000000107,2025-03-18T15:00:00+00:00,2025-03-18T14:55:00+00:00,907.9984875,907.54448825625,2.4621732562500256,1.2664751088541635,target,15.0,-0.1293235807402179,,False,15,17,executed,
COST,2025-03-20,baseline_a,2025-03-20T14:25:00+00:00,2025-03-20T14:20:00+00:00,2025-03-20T14:25:00+00:00,2025-03-20T14:25:00+00:00,906.11,906.563055,904.4618196499999,909.714908025,2.1012353500000245,2025-03-20T14:55:00+00:00,2025-03-20T14:50:00+00:00,904.4618196499999,904.009588740175,-2.5534662598249724,-1.2152214457199868,stop,30.0,-0.14029047977799172,,False,11,16,executed,
COST,2025-03-21,baseline_a,2025-03-21T14:20:00+00:00,2025-03-21T14:15:00+00:00,2025-03-21T14:20:00+00:00,2025-03-21T14:20:00+00:00,893.11,893.556555,892.323215,895.406565,1.2333399999999983,2025-03-21T14:25:00+00:00,2025-03-21T14:20:00+00:00,895.406565,894.9588617175001,1.402306717500096,1.1369993006795351,target,5.0,-0.15244943305900183,,False,10,10,executed,
COST,2025-03-24,baseline_a,2025-03-24T14:00:00+00:00,2025-03-24T13:55:00+00:00,2025-03-24T14:00:00+00:00,2025-03-24T14:00:00+00:00,923.38,923.84169,921.7287200000001,927.0111449999998,2.1129699999999048,2025-03-24T14:05:00+00:00,2025-03-24T14:00:00+00:00,921.7287200000001,921.2678556400001,-2.5738343599998643,-1.218112117067436,stop,5.0,-0.12264807697809472,,False,6,6,executed,
COST,2025-03-25,baseline_a,2025-03-25T14:25:00+00:00,2025-03-25T14:20:00+00:00,2025-03-25T14:25:00+00:00,2025-03-25T14:25:00+00:00,926.75,927.2133749999999,925.4915005,929.7961867499998,1.721874499999899,2025-03-25T14:55:00+00:00,2025-03-25T14:50:00+00:00,929.7961867499998,929.3312886566249,2.117913656624978,1.2300046586583995,target,30.0,-0.11632542127196947,,False,11,16,executed,
COST,2025-03-26,baseline_a,2025-03-26T14:00:00+00:00,2025-03-26T13:55:00+00:00,2025-03-26T14:00:00+00:00,2025-03-26T14:00:00+00:00,934.85,935.317425,933.34267,938.2795574999999,1.9747549999999592,2025-03-26T14:10:00+00:00,2025-03-26T14:05:00+00:00,933.34267,932.875998665,-2.44142633499996,-1.2363185990160859,stop,10.0,-0.1099074012263853,,False,6,7,executed,
COST,2025-03-27,baseline_a,2025-03-27T14:10:00+00:00,2025-03-27T14:05:00+00:00,2025-03-27T14:10:00+00:00,2025-03-27T14:10:00+00:00,936.3945,936.86269725,935.32161,939.1743281250001,1.5410872500000323,2025-03-27T14:45:00+00:00,2025-03-27T14:40:00+00:00,939.1743281250001,938.7047409609377,1.8420437109376735,1.1952883984587082,target,35.0,-0.11353124612582367,,False,8,14,executed,
COST,2025-03-28,baseline_a,2025-03-28T14:10:00+00:00,2025-03-28T14:05:00+00:00,2025-03-28T14:10:00+00:00,2025-03-28T14:10:00+00:00,929.87,930.334935,929.174785,932.0751599999999,1.1601499999999305,2025-03-28T14:15:00+00:00,2025-03-28T14:10:00+00:00,929.174785,928.7101976075,-1.6247373924999238,-1.4004545899237348,stop,5.0,-0.10490077340479291,,False,8,8,executed,
COST,2025-03-31,baseline_a,2025-03-31T14:40:00+00:00,2025-03-31T14:35:00+00:00,2025-03-31T14:40:00+00:00,2025-03-31T14:40:00+00:00,935.99,936.457995,933.61176305,940.7273429249999,2.8462319499999467,2025-03-31T15:45:00+00:00,2025-03-31T15:40:00+00:00,940.7273429249999,940.2569792535375,3.798984253537469,1.3347416234075864,target,65.0,-0.11920542432362832,,False,14,26,executed,
CRM,2025-03-03,baseline_a,2025-03-03T15:25:00+00:00,2025-03-03T15:20:00+00:00,2025-03-03T15:25:00+00:00,2025-03-03T15:25:00+00:00,298.6413,298.79062065,297.60076875,300.5753985,1.1898519000000078,2025-03-03T15:35:00+00:00,2025-03-03T15:30:00+00:00,300.5753985,300.42511080075,1.6344901507500254,1.3736920962600594,target,10.0,0.009064965586704679,,False,11,12,executed,
CRM,2025-03-04,baseline_a,2025-03-04T15:45:00+00:00,2025-03-04T15:40:00+00:00,2025-03-04T15:45:00+00:00,2025-03-04T15:45:00+00:00,286.405,286.54820249999995,285.516765,288.09535874999983,1.0314374999999245,2025-03-04T15:55:00+00:00,2025-03-04T15:50:00+00:00,285.516765,285.3740066175,-1.1741958824999301,-1.1384072059625678,stop,10.0,-0.026355548094678605,,False,15,16,executed,
CRM,2025-03-05,baseline_a,2025-03-05T15:40:00+00:00,2025-03-05T15:35:00+00:00,2025-03-05T15:40:00+00:00,2025-03-05T15:40:00+00:00,289.68,289.82484,288.5352575,291.75921374999996,1.2895824999999945,2025-03-05T15:45:00+00:00,2025-03-05T15:40:00+00:00,288.5352575,288.39098987125004,-1.4338501287499525,-1.1118715776229584,stop,5.0,-0.035689105254322624,,False,14,14,executed,
CRM,2025-03-06,baseline_a,2025-03-06T15:10:00+00:00,2025-03-06T15:05:00+00:00,2025-03-06T15:10:00+00:00,2025-03-06T15:10:00+00:00,291.9725,292.11848625,290.6789925,294.277726875,1.439493749999997,2025-03-06T15:25:00+00:00,2025-03-06T15:20:00+00:00,294.277726875,294.1305880115625,2.012101761562519,1.397784298516422,target,15.0,-0.03229813664596275,,False,8,10,executed,
CRM,2025-03-07,baseline_a,2025-03-07T15:50:00+00:00,2025-03-07T15:45:00+00:00,2025-03-07T15:50:00+00:00,2025-03-07T15:50:00+00:00,282.75,282.891375,280.7826,286.0545374999999,2.10877499999998,2025-03-07T16:15:00+00:00,2025-03-07T16:10:00+00:00,280.7826,280.6422087,-2.249166299999956,-1.0665748123910694,stop,25.0,-0.04925297968776235,,False,16,20,executed,
CRM,2025-03-10,baseline_a,2025-03-10T14:15:00+00:00,2025-03-10T14:10:00+00:00,2025-03-10T14:15:00+00:00,2025-03-10T14:15:00+00:00,274.48,274.61724,274.33276,275.04395999999997,0.28447999999997364,2025-03-10T14:20:00+00:00,2025-03-10T14:15:00+00:00,274.33276,274.19559362,-0.4216463799999701,-1.482165284027029,stop,5.0,-0.07010240053718313,,True,9,9,executed,
CRM,2025-03-11,baseline_a,2025-03-11T14:00:00+00:00,2025-03-11T13:55:00+00:00,2025-03-11T14:00:00+00:00,2025-03-11T14:00:00+00:00,277.29,277.428645,276.34574499999997,279.0529950000001,1.082900000000052,2025-03-11T14:05:00+00:00,2025-03-11T14:00:00+00:00,276.34574499999997,276.2075721275,-1.2210728725000308,-1.127595228091211,stop,5.0,-0.08101393318784621,,False,6,6,executed,
CRM,2025-03-12,baseline_a,2025-03-12T14:10:00+00:00,2025-03-12T14:05:00+00:00,2025-03-12T14:10:00+00:00,2025-03-12T14:10:00+00:00,281.73,281.870865,279.608235,285.26481,2.2626300000000015,2025-03-12T15:00:00+00:00,2025-03-12T14:55:00+00:00,279.608235,279.4684308825,-2.402434117499979,-1.0617883248697213,stop,50.0,-0.053718314587879804,,False,8,17,executed,
CRM,2025-03-13,baseline_a,2025-03-13T15:05:00+00:00,2025-03-13T15:00:00+00:00,2025-03-13T15:05:00+00:00,2025-03-13T15:05:00+00:00,273.96,274.09698,273.023,275.70794999999987,1.073979999999949,2025-03-13T15:15:00+00:00,2025-03-13T15:10:00+00:00,273.023,272.88648850000004,-1.2104914999999323,-1.1271080467047707,stop,10.0,-0.053046835655531345,,False,19,20,executed,
CRM,2025-03-14,baseline_a,2025-03-14T14:00:00+00:00,2025-03-14T13:55:00+00:00,2025-03-14T14:00:00+00:00,2025-03-14T14:00:00+00:00,274.71,274.84735499999994,274.57264499999997,275.25941999999986,0.2747099999999705,2025-03-14T14:05:00+00:00,2025-03-14T14:00:00+00:00,274.57264499999997,274.4353586775,-0.411996322499931,-1.49974999999991,stop,5.0,-0.07671646802081591,,False,6,6,executed,
CRM,2025-03-18,baseline_a,2025-03-18T14:40:00+00:00,2025-03-18T14:35:00+00:00,2025-03-18T14:40:00+00:00,2025-03-18T14:40:00+00:00,279.43,279.569715,278.84033250000005,280.66378874999987,0.7293824999999288,2025-03-18T14:45:00+00:00,2025-03-18T14:40:00+00:00,278.84033250000005,278.70091233375007,-0.8688026662499055,-1.1911482195555698,stop,5.0,-0.05986234681886869,,False,14,14,executed,
CRM,2025-03-20,baseline_a,2025-03-20T14:20:00+00:00,2025-03-20T14:15:00+00:00,2025-03-20T14:20:00+00:00,2025-03-20T14:20:00+00:00,280.3,280.44015,279.2597775,282.2107087500001,1.1803725000000327,2025-03-20T14:45:00+00:00,2025-03-20T14:40:00+00:00,282.2107087500001,282.0696033956251,1.6294533956250916,1.3804569283213957,target,25.0,-0.06980023501762639,,False,10,14,executed,
CRM,2025-03-21,baseline_a,2025-03-21T14:25:00+00:00,2025-03-21T14:20:00+00:00,2025-03-21T14:25:00+00:00,2025-03-21T14:25:00+00:00,277.39,277.52869499999997,276.94113999999996,278.41002749999996,0.5875550000000089,2025-03-21T15:00:00+00:00,2025-03-21T14:55:00+00:00,278.41002749999996,278.27082248625,0.7421274862500127,1.263077475725679,target,35.0,-0.07265402048010758,,False,11,17,executed,
CRM,2025-03-24,baseline_a,2025-03-24T14:00:00+00:00,2025-03-24T13:55:00+00:00,2025-03-24T14:00:00+00:00,2025-03-24T14:00:00+00:00,284.92,285.06246,284.2676,286.25474999999994,0.7948599999999715,2025-03-24T14:05:00+00:00,2025-03-24T14:00:00+00:00,284.2676,284.1254662,-0.936993799999982,-1.1788161437234426,stop,5.0,-0.04737283867718654,,False,6,6,executed,
